Nowe oferty od A do F	PL	ENG		Region	WYBIERZ	Merchant name	Start date	Średnia ilosc paczek 2022	Średnia ilosc paczek od 1-9 2023	Status 2022	Status 10.2023	Reve	Pierwszy produkt w paczce	Ile miesięcy	Waluta	Region			Koszty per pozycja	PL	PL	PL	INT	INT	INT	Razem: Suma z WARTOŚC PLN bez produktu V3	Razem: Suma z ILOSC V2 (ujednolicone magazynowanie)	Razem: Suma z SREDNIA V3			PL	EUR	Arkusze z raportu	Koszty per klient	Pozycja V4	Średnia wartość w 06'-09'23 PLN	Średnie wystąpienia w 06'-09'23	Key	Ilosc				Etykiety wierszy	Suma z Liczba SKU (SUMA z okresów 06'-09')				Key	Master reve (średnia ważona 06'-09')					Key	Logo	Tech	Stary próg	Cena	Nowy próg	Tomek			2drink	6,1			SYMBOL 	NAZWA POLSKA	NAZWA ANGIELSKA	SYMBOL 	Strefa	KRAJ	STREFA			Oferty	Score			Logo	Kod	Typ	Pozycja	Ilosc		DACH	FULL CARRIER PRICE LIST	COUNTRY - CARRIER - WEIGHT	NEW RATE	8		PLN	1			Poprzedni poziom oferty	Nowy poziom oferty
																																		Australian	Niezrealizowana Gwarancja Wysyłkowa	4813	1386	=AI648&AJ648	=AL648									SugarFreePackaging	1364,2825																																																
																																		Balmark	Niezrealizowana Gwarancja Wysyłkowa	3788	500	=AI649&AJ649	=AL649									SugarFreeProject Management	93,53																																																
																																		BilligVent	Niezrealizowana Gwarancja Wysyłkowa	643	97	=AI650&AJ650	=AL650									SugarFreeWarehousing	5842,6975																																																
																																		Bizuu	Niezrealizowana Gwarancja Wysyłkowa	3839	1247	=AI651&AJ651	=AL651									SVRPolskaDiscount	0																																																
																																		Brothers	Niezrealizowana Gwarancja Wysyłkowa	711	76	=AI652&AJ652	=AL652									SVRPolskaFreight	2044,485																																																
																																		CancerFree	Niezrealizowana Gwarancja Wysyłkowa	667	132	=AI653&AJ653	=AL653									SVRPolskaHandling	1649,5925																																																
																																		DanielWell	Niezrealizowana Gwarancja Wysyłkowa	594	68	=AI654&AJ654	=AL654									SVRPolskaMerchant Support	5,335																																																
																																		Darter180	Niezrealizowana Gwarancja Wysyłkowa	366	66	=AI655&AJ655	=AL655									SVRPolskaPackaging	356,3725																																																
																																		Dax	Niezrealizowana Gwarancja Wysyłkowa	428	135	=AI656&AJ656	=AL656									SVRPolskaWarehousing	1040,6725																																																
																																		Elara	Niezrealizowana Gwarancja Wysyłkowa	8066	3000	=AI657&AJ657	=AL657									"Swag42
Re-invoice"	8430,205																																																
																																		EvelineINT	Niezrealizowana Gwarancja Wysyłkowa	2506	748	=AI658&AJ658	=AL658									Swag42Additional	0																																																
																																		EvelinePL	Niezrealizowana Gwarancja Wysyłkowa	19290	11150	=AI659&AJ659	=AL659									Swag42Freight	44230,8375																																																
																																		Foxyband	Niezrealizowana Gwarancja Wysyłkowa	1449	276	=AI660&AJ660	=AL660									Swag42Handling	0,81																																																
																																		Gemlook	Niezrealizowana Gwarancja Wysyłkowa	525	58	=AI661&AJ661	=AL661									Swag42Merchant Support	178,23																																																
																																		HomeSpot	Niezrealizowana Gwarancja Wysyłkowa	1065	847	=AI662&AJ662	=AL662									Swag42Project Management	0																																																
																																		i-Club	Niezrealizowana Gwarancja Wysyłkowa	1400	500	=AI663&AJ663	=AL663									Swag42Warehousing	234,455																																																
																																		Jemyzdrowo	Niezrealizowana Gwarancja Wysyłkowa	292	156	=AI664&AJ664	=AL664									TheClinicAdditional	0																																																
																																		Kiekkotorn	Niezrealizowana Gwarancja Wysyłkowa	2546	528	=AI665&AJ665	=AL665									TheClinicDiscount	0																																																
																																		Klarta	Niezrealizowana Gwarancja Wysyłkowa	790	135	=AI666&AJ666	=AL666									TheClinicFreight	0																																																
																																		KMA	Niezrealizowana Gwarancja Wysyłkowa	269	41	=AI667&AJ667	=AL667									TheClinicHandling	0																																																
																																		LaMania	Niezrealizowana Gwarancja Wysyłkowa	101	52	=AI668&AJ668	=AL668									TheClinicPackaging	0																																																
																																		LaRose	Niezrealizowana Gwarancja Wysyłkowa	1392	630	=AI669&AJ669	=AL669									TheClinicProject Management	0																																																
																																		LefleoPL	Niezrealizowana Gwarancja Wysyłkowa	169	34	=AI670&AJ670	=AL670									TheClinicWarehousing	0																																																
																																		Longvadon	Niezrealizowana Gwarancja Wysyłkowa	210	33	=AI671&AJ671	=AL671									TPVAdditional	11185																																																
																																		Mercator	Niezrealizowana Gwarancja Wysyłkowa	1141	273	=AI672&AJ672	=AL672									TPVFreight	64561,025																																																
																																		Mirakulina	Niezrealizowana Gwarancja Wysyłkowa	1493	330	=AI673&AJ673	=AL673									TPVHandling	16248,395																																																
																																		MonteNativ	Niezrealizowana Gwarancja Wysyłkowa	1097	251	=AI674&AJ674	=AL674									TPVMerchant Support	525,645																																																
																																		Moonka	Niezrealizowana Gwarancja Wysyłkowa	69	13	=AI675&AJ675	=AL675									TPVPackaging	1130,355																																																
																																		MyBasic	Niezrealizowana Gwarancja Wysyłkowa	2176	804	=AI676&AJ676	=AL676									TPVWarehousing	1057,325																																																
																																		NaturalNat	Niezrealizowana Gwarancja Wysyłkowa	554	100	=AI677&AJ677	=AL677									VandaNowakDiscount	0																																																
																																		Nikalab	Niezrealizowana Gwarancja Wysyłkowa	635	168	=AI678&AJ678	=AL678									VandaNowakFreight	9090,1875																																																
																																		Nordic	Niezrealizowana Gwarancja Wysyłkowa	479	110	=AI679&AJ679	=AL679									VandaNowakHandling	6083,7125																																																
																																		Olsen	Niezrealizowana Gwarancja Wysyłkowa	926	245	=AI680&AJ680	=AL680									VandaNowakIT Services	32,435																																																
																																		OryxIsles	Niezrealizowana Gwarancja Wysyłkowa	200	21	=AI681&AJ681	=AL681									VandaNowakMerchant Support	995,8875																																																
																																		Osa	Niezrealizowana Gwarancja Wysyłkowa	2830	297	=AI682&AJ682	=AL682									VandaNowakPackaging	2176,2675																																																
